"Reported Trait","Mapped Trait",Tissues,"Gene Symbol","Ensembl ID","Gene Type",Method/Software,"Effect Size",P-value,Publication
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",CDHR4,ENSG00000187492.8,protein-coding,Summary-PrediXcan(S-PrediXcan),5.29E+00,1.19E-07,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Transverse Colon",C2orf74,ENSG00000237651.6,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.70E+00,1.19E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Left Ventricle",PDLIM4,ENSG00000131435.12,protein-coding,Summary-PrediXcan(S-PrediXcan),'-5.70E+00,1.19E-08,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Aortic Artery",ENTR1,ENSG00000165689,protein-coding,Summary-PrediXcan(S-PrediXcan),'-5.70E+00,1.19E-08,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Left Ventricle",PDLIM4,ENSG00000131435.12,protein-coding,Summary-PrediXcan(S-PrediXcan),'-5.70E+00,1.19E-08,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Amygdala,C2orf74,ENSG00000237651.6,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.70E+00,1.19E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Aortic Artery",ENTR1,ENSG00000165689,protein-coding,Summary-PrediXcan(S-PrediXcan),'-5.70E+00,1.19E-08,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Liver,IL27,ENSG00000197272.2,protein-coding,Summary-PrediXcan(S-PrediXcan),6.08E+00,1.19E-09,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Anterior Cingulate Cortex",EMSY,ENSG00000158636.16,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.08E+00,1.19E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cerebellum",RP11-1348G14.4,ENSG00000251417.2,lincRNA,"Summary-Based PrediXcan(S-PrediXcan)",'-6.08E+00,1.19E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Liver,IL27,ENSG00000197272.2,protein-coding,Summary-PrediXcan(S-PrediXcan),6.08E+00,1.19E-09,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Nerve Tibial",RGS14,ENSG00000169220.17,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.44E+00,1.19E-10,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Anterior Cingulate Cortex",GPX1,ENSG00000233276.3,protein-coding,Summary-PrediXcan(S-PrediXcan),'-7.11E+00,1.19E-12,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Anterior Cingulate Cortex",GPX1,ENSG00000233276.3,protein-coding,Summary-PrediXcan(S-PrediXcan),'-7.11E+00,1.19E-12,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Nucleus Accumbens",IRF1-AS1,'-,ncRNA,"Summary-Based PrediXcan(S-PrediXcan)",7.11E+00,1.19E-12,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Muscularis",SLC26A6,ENSG00000225697.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",7.11E+00,1.19E-12,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Lymphocyte Cell",UBA7,ENSG00000182179.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",7.72E+00,1.19E-14,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",APEH,ENSG00000164062.12,protein-coding,"Transcriptome-Wide Summary Statistics-based Mendelian Randomization(TWMR)",1.40E-01,1.19E-19,TWASP000090
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Thyroid,SMAD3,ENSG00000166949.15,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-9.79E+00,1.19E-22,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cerebellar Hemisphere",HLA-DQB1,ENSG00000179344.16,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",1.13E+01,1.19E-29,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Hippocampus",PDXDC1,ENSG00000179889.18,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.38E+00,1.20E-05,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Minor Salivary Gland",PGAP3,ENSG00000161395.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.38E+00,1.20E-05,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Adrenal Gland",CCDC116,ENSG00000161180.10,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.86E+00,1.20E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Prostate,GSDMA,ENSG00000167914.11,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.70E+00,1.20E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Sun Exposed",CELSR3,ENSG00000008300.16,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.70E+00,1.20E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Thyroid,NPIPB9,ENSG00000196993.8,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-5.70E+00,1.20E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Spinal Cord",CARD6,ENSG00000132357.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.08E+00,1.20E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",IHO1,ENSG00000173421,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.08E+00,1.20E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Left Ventricle",ERAP2,ENSG00000164308.16,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.44E+00,1.20E-10,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cerebellar Hemisphere",RP11-1348G14.4,ENSG00000251417.2,lincRNA,"Summary-Based PrediXcan(S-PrediXcan)",'-7.11E+00,1.20E-12,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Pancreas,SEC16A,ENSG00000148396.18,protein-coding,Summary-PrediXcan(S-PrediXcan),'-8.00E+00,1.20E-15,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Pancreas,SEC16A,ENSG00000148396.18,protein-coding,Summary-PrediXcan(S-PrediXcan),'-8.00E+00,1.20E-15,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Sun Exposed",AGER,ENSG00000204305.13,protein-coding,Summary-PrediXcan(S-PrediXcan),'-8.28E+00,1.20E-16,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Sun Exposed",AGER,ENSG00000204305.13,protein-coding,Summary-PrediXcan(S-PrediXcan),'-8.28E+00,1.20E-16,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Vagina,RBM6,ENSG00000004534.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",8.55E+00,1.20E-17,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Tibia",GPX1,ENSG00000233276.3,protein-coding,Summary-PrediXcan(S-PrediXcan),'-8.55E+00,1.20E-17,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Tibia",GPX1,ENSG00000233276.3,protein-coding,Summary-PrediXcan(S-PrediXcan),'-8.55E+00,1.20E-17,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Descending Colon",HLA-DQB1,ENSG00000179344.16,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",9.07E+00,1.20E-19,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Sun Exposed",HLA-DQA1,ENSG00000196735.11,protein-coding,Summary-PrediXcan(S-PrediXcan),9.07E+00,1.20E-19,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Sun Exposed",HLA-DQA1,ENSG00000196735.11,protein-coding,Summary-PrediXcan(S-PrediXcan),9.07E+00,1.20E-19,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Lymphocyte Cell",HLA-DQA2,ENSG00000237541.3,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-9.79E+00,1.20E-22,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Colon Transverse",GSDMB,ENSG00000073605.18,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-1.00E+01,1.20E-23,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Lymphocyte Cell",IL18R1,ENSG00000115604.10,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.85E+00,1.21E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Nucleus Accumbens",IL18R1,ENSG00000115604.10,protein-coding,Summary-PrediXcan(S-PrediXcan),5.29E+00,1.21E-07,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Mucosa",MUC1,ENSG00000185499.16,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.29E+00,1.21E-07,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Nucleus Accumbens",IL18R1,ENSG00000115604.10,protein-coding,Summary-PrediXcan(S-PrediXcan),5.29E+00,1.21E-07,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Muscularis",PSMB9,ENSG00000240065.7,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-5.29E+00,1.21E-07,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Anterior Cingulate Cortex",IL18R1,ENSG00000115604.10,protein-coding,Summary-PrediXcan(S-PrediXcan),5.29E+00,1.21E-07,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Anterior Cingulate Cortex",IL18R1,ENSG00000115604.10,protein-coding,Summary-PrediXcan(S-PrediXcan),5.29E+00,1.21E-07,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",RP11-441O15.3,ENSG00000224934.2,lincRNA,"Summary-Based PrediXcan(S-PrediXcan)",5.70E+00,1.21E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Nucleus Accumbens",PFKFB4,ENSG00000114268.11,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.70E+00,1.21E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,RNF123,ENSG00000164068.15,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-5.70E+00,1.21E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",MED24,ENSG00000008838.19,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.70E+00,1.21E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Left Ventricle",RBM22,ENSG00000086589.11,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.44E+00,1.21E-10,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Muscle Skeletal",ERAP2,ENSG00000164308.16,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.44E+00,1.21E-10,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Left Ventricle",RBM22,ENSG00000086589.11,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.44E+00,1.21E-10,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",ERAP2,ENSG00000164308.16,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.44E+00,1.21E-10,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",SLC22A5,ENSG00000197375.12,protein-coding,FUSION,6.78E+00,1.21E-11,TWASP000003
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Aortic Artery",ARFRP1,ENSG00000101246.19,protein-coding,Summary-PrediXcan(S-PrediXcan),7.10E+00,1.21E-12,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Aortic Artery",ARFRP1,ENSG00000101246.19,protein-coding,Summary-PrediXcan(S-PrediXcan),7.10E+00,1.21E-12,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,NPIPB6,ENSG00000198156.10,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-7.71E+00,1.21E-14,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Adipose,PPP1R1B,ENSG00000131771.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-8.00E+00,1.21E-15,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Lymphocyte Cell",GSDMB,ENSG00000073605.18,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-8.28E+00,1.21E-16,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",HLA-DQA2,ENSG00000237541.3,protein-coding,Summary-PrediXcan(S-PrediXcan),'-9.79E+00,1.21E-22,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",HLA-DQA2,ENSG00000237541.3,protein-coding,Summary-PrediXcan(S-PrediXcan),'-9.79E+00,1.21E-22,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",MST1,ENSG00000173531.15,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",1.07E+01,1.21E-26,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Sun Exposed",MST1,ENSG00000173531.15,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",1.13E+01,1.21E-29,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Adipose,RP11-378A13.1,ENSG00000261338.2,sense_overlapping,FUSION,4.85E+00,1.22E-06,TWASP000003
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Colon,NFKBIA,ENSG00000100906.10,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.85E+00,1.22E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cerebellum",RAD50,ENSG00000113522.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.85E+00,1.22E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Lymphocyte Cell",ADCY3,ENSG00000138031.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.85E+00,1.22E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Lymphocyte Cell",KDELR2,ENSG00000136240.9,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.29E+00,1.22E-07,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Cells Transformed Fibroblast",MST1,ENSG00000173531.15,protein-coding,Summary-PrediXcan(S-PrediXcan),5.70E+00,1.22E-08,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Cells Transformed Fibroblast",MST1,ENSG00000173531.15,protein-coding,Summary-PrediXcan(S-PrediXcan),5.70E+00,1.22E-08,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Frontal Cortex",PKLR,ENSG00000143627.17,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.08E+00,1.22E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Mucosa",EFNA1,ENSG00000169242.11,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.08E+00,1.22E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Stomach,SEC16A,ENSG00000148396.18,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.78E+00,1.22E-11,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Stomach,SEC16A,ENSG00000148396.18,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.78E+00,1.22E-11,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Transverse Colon",INAVA,ENSG00000163362,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.78E+00,1.22E-11,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Liver,PGAP3,ENSG00000161395.13,protein-coding,FUSION,7.10E+00,1.22E-12,TWASP000003
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","EBV-Transformed Lymphocyte",ORMDL3,ENSG00000172057.9,protein-coding,Summary-PrediXcan(S-PrediXcan),'-7.10E+00,1.22E-12,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","EBV-Transformed Lymphocyte",ORMDL3,ENSG00000172057.9,protein-coding,Summary-PrediXcan(S-PrediXcan),'-7.10E+00,1.22E-12,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Caudate Basal Ganglia",TUFM,ENSG00000178952.10,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",7.10E+00,1.22E-12,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Muscle Skeletal",SGF29,ENSG00000176476.8,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-7.41E+00,1.22E-13,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Minor Salivary Gland",RP11-1348G14.4,ENSG00000251417.2,lincRNA,"Summary-Based PrediXcan(S-PrediXcan)",'-7.41E+00,1.22E-13,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cortex",STMN3,ENSG00000197457.9,protein-coding,Summary-PrediXcan(S-PrediXcan),'-8.00E+00,1.22E-15,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cortex",STMN3,ENSG00000197457.9,protein-coding,Summary-PrediXcan(S-PrediXcan),'-8.00E+00,1.22E-15,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Caudate Basal Ganglia",HLA-DQA1,ENSG00000196735.11,protein-coding,Summary-PrediXcan(S-PrediXcan),8.55E+00,1.22E-17,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Caudate Basal Ganglia",HLA-DQA1,ENSG00000196735.11,protein-coding,Summary-PrediXcan(S-PrediXcan),8.55E+00,1.22E-17,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Sun Exposed",GTF2IRD2B,ENSG00000174428.16,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.85E+00,1.23E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Uterus,GTF2IRD2,ENSG00000196275.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.85E+00,1.23E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Lung,RNF39,ENSG00000204618.8,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.29E+00,1.23E-07,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cortex",NDUFAF3,ENSG00000178057.14,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.08E+00,1.23E-09,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Left Ventricle",SLC26A6,ENSG00000225697.12,protein-coding,Summary-PrediXcan(S-PrediXcan),6.08E+00,1.23E-09,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cortex",NDUFAF3,ENSG00000178057.14,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.08E+00,1.23E-09,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Left Ventricle",SLC26A6,ENSG00000225697.12,protein-coding,Summary-PrediXcan(S-PrediXcan),6.08E+00,1.23E-09,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,CARD9,ENSG00000187796.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.08E+00,1.23E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Tibia",LIME1,ENSG00000203896.9,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.78E+00,1.23E-11,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Mucosa",GPX1,ENSG00000233276.3,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",7.10E+00,1.23E-12,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Spleen,HLA-DQB1,ENSG00000179344.16,protein-coding,Summary-PrediXcan(S-PrediXcan),7.71E+00,1.23E-14,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Mucosa",DAG1,ENSG00000173402.11,protein-coding,Summary-PrediXcan(S-PrediXcan),7.71E+00,1.23E-14,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Spleen,HLA-DQB1,ENSG00000179344.16,protein-coding,Summary-PrediXcan(S-PrediXcan),7.71E+00,1.23E-14,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Mucosa",DAG1,ENSG00000173402.11,protein-coding,Summary-PrediXcan(S-PrediXcan),7.71E+00,1.23E-14,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Gastroesophageal",RTEL1,ENSG00000258366.7,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",8.00E+00,1.23E-15,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Lymphocyte Cell",ORMDL3,ENSG00000172057.9,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-9.56E+00,1.23E-21,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Coronary",AMT,ENSG00000145020.15,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.37E+00,1.24E-05,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Small Intestine",ITPKC,ENSG00000086544.2,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.37E+00,1.24E-05,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Left Ventricle",IER3,ENSG00000137331.11,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.85E+00,1.24E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Adrenal Gland",MICB,ENSG00000204516.9,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.85E+00,1.24E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Small Intestine-Terminal Ileum",GPANK1,ENSG00000204438.10,protein-coding,Summary-PrediXcan(S-PrediXcan),5.29E+00,1.24E-07,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Small Intestine-Terminal Ileum",GPANK1,ENSG00000204438.10,protein-coding,Summary-PrediXcan(S-PrediXcan),5.29E+00,1.24E-07,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Muscle Skeletal",RBM6,ENSG00000004534.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.69E+00,1.24E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",SH2B1,ENSG00000178188.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-5.69E+00,1.24E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Thyroid,RBM6,ENSG00000004534.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.69E+00,1.24E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",SNAPC4,ENSG00000165684.4,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.08E+00,1.24E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Rectum,ERAP2,ENSG00000164308.16,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.43E+00,1.24E-10,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Adipose,HLA-DRB5,ENSG00000198502.5,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.78E+00,1.24E-11,TWASP000186
